symbol,ub_symbol,sub.uniport,ub.uniport,ub.type
TGFBR2,HUWE1,P37173,Q7Z6Z7,E3
MYC,HUWE1,P01106,Q7Z6Z7,E3
WIPI2,HUWE1,Q9Y4P8,Q7Z6Z7,E3
H2BC3,HUWE1,P33778,Q7Z6Z7,E3
HK2,HUWE1,P52789,Q7Z6Z7,E3
H1-5,HUWE1,P16401,Q7Z6Z7,E3
NR1D1,HUWE1,P20393,Q7Z6Z7,E3
MCL1,HUWE1,Q07820,Q7Z6Z7,E3
H3C15,HUWE1,Q71DI3,Q7Z6Z7,E3
CHEK1,HUWE1,O14757,Q7Z6Z7,E3
H2BC1,HUWE1,Q96A08,Q7Z6Z7,E3
PIAS2,HUWE1,O75928,Q7Z6Z7,E3
PA2G4,HUWE1,Q9UQ80,Q7Z6Z7,E3
PPARA,HUWE1,Q07869,Q7Z6Z7,E3
PCNA,HUWE1,P12004,Q7Z6Z7,E3
MYCN,HUWE1,P04198,Q7Z6Z7,E3
MYOD1,HUWE1,P15172,Q7Z6Z7,E3
DUSP4,HUWE1,Q13115,Q7Z6Z7,E3
OGT,HUWE1,O15294,Q7Z6Z7,E3
H4C1,HUWE1,P62805,Q7Z6Z7,E3
POLL,HUWE1,Q9UGP5,Q7Z6Z7,E3
H2AC20,HUWE1,Q16777,Q7Z6Z7,E3
ZBTB17,HUWE1,Q13105,Q7Z6Z7,E3
HUWE1,HUWE1,Q7Z6Z7,Q7Z6Z7,E3
H1-1,HUWE1,Q02539,Q7Z6Z7,E3
SS18,HUWE1,Q8IZG5,Q7Z6Z7,E3
CDC6,HUWE1,Q99741,Q7Z6Z7,E3
BRCA1,HUWE1,P38398,Q7Z6Z7,E3
POLB,HUWE1,P06746,Q7Z6Z7,E3
ASCL1,HUWE1,P50553,Q7Z6Z7,E3
ATOH1,HUWE1,Q92858,Q7Z6Z7,E3
HDAC2,HUWE1,Q92769,Q7Z6Z7,E3
PEX7,IL17RB,O00628,Q9NRM6,E3
RELA,ING4,Q04206,Q9UNL4,E3
PELI1,IRAK1,Q96FA3,P51617,E3
PELI1,IRAK4,Q96FA3,Q9NWZ3,E3
KLF10,ITCH,Q13118,Q96J02,E3
SMAD7,ITCH,O15105,Q96J02,E3
FOXO1,ITCH,Q12778,Q96J02,E3
CXCR4,ITCH,P61073,Q96J02,E3
BID,ITCH,P55957,Q96J02,E3
LRP6,ITCH,O75581,Q96J02,E3
NOTCH3,ITCH,Q9UM47,Q96J02,E3
ITSN1,ITCH,Q15811,Q96J02,E3
JUN,ITCH,P05412,Q96J02,E3
M,ITCH,P05777,Q96J02,E3
EGFR,ITCH,P00533,Q96J02,E3
TP63,ITCH,Q9H3D4,Q96J02,E3
SNX9,ITCH,Q9Y5X1,Q96J02,E3
CPSF6,ITCH,Q16630,Q96J02,E3
LATS1,ITCH,O95835,Q96J02,E3
TP73,ITCH,O15350,Q96J02,E3
FYN,ITCH,P06241,Q96J02,E3
OCLN,ITCH,Q16625,Q96J02,E3
RASSF5,ITCH,Q8WWW0,Q96J02,E3
JUNB,ITCH,P17275,Q96J02,E3
SUFU,ITCH,Q9UMX1,Q96J02,E3
ITCH,ITCH,Q96J02,Q96J02,E3
CBL,ITCH,P22681,Q96J02,E3
NEDD9,ITCH,Q14511,Q96J02,E3
PLCG1,ITCH,P19174,Q96J02,E3
PTCH1,ITCH,Q13635,Q96J02,E3
GLI1,ITCH,P08151,Q96J02,E3
BRAT1,ITCH,Q6PJG6,Q96J02,E3
NOTCH1,ITCH,P46531,Q96J02,E3
ERBB3,ITCH,P21860,Q96J02,E3
PLIN1,ITCH,O60240,Q96J02,E3
POU5F1,ITCH,Q01860,Q96J02,E3
TGFB1I1,ITCH,O43294,Q96J02,E3
BRAF,ITCH,P15056,Q96J02,E3
DDX5,ITCH,P17844,Q96J02,E3
GLIS3,ITCH,Q8NEA6,Q96J02,E3
TRPV4,ITCH,Q9HBA0,Q96J02,E3
TAB1,ITCH,Q15750,Q96J02,E3
BIRC2,ITCH,Q13490,Q96J02,E3
BCL10,ITCH,O95999,Q96J02,E3
LAPTM5,ITCH,Q13571,Q96J02,E3
SH3GLB1,ITCH,Q9Y371,Q96J02,E3
SH3GL2,ITCH,Q99962,Q96J02,E3
CD247,ITCH,P20963,Q96J02,E3
DVL2,ITCH,O14641,Q96J02,E3
MAVS,ITCH,Q7Z434,Q96J02,E3
ORF71,ITCH,F5HEZ4,Q96J02,E3
CFLAR,ITCH,O15519,Q96J02,E3
ERBB4,ITCH,Q15303,Q96J02,E3
TXNIP,ITCH,Q9H3M7,Q96J02,E3
INPPL1,ITCH,O15357,Q96J02,E3
H1-2,ITCH,P16403,Q96J02,E3
PLIN2,ITCH,Q99541,Q96J02,E3
TGIF1,ITCH,Q15583,Q96J02,E3
RIPK2,ITCH,O43353,Q96J02,E3
TRPC4,ITCH,Q9UBN4,Q96J02,E3
YAP1,ITCH,P46937,Q96J02,E3
MLANA,ITCH,Q16655,Q96J02,E3
RIPK1,ITCH,Q13546,Q96J02,E3
MAP3K7,ITCH,O43318,Q96J02,E3
GNPTAB,ITCH,Q3T906,Q96J02,E3
NFE2,ITCH,Q16621,Q96J02,E3
HGS,ITCH,O14964,Q96J02,E3
AMOT,ITCH,Q4VCS5,Q96J02,E3
MAP2K4,ITCH,P45985,Q96J02,E3
PI4K2A,ITCH,Q9BTU6,Q96J02,E3
DTX1,ITCH,Q86Y01,Q96J02,E3
SMAD2,ITCH,Q15796,Q96J02,E3
CEP97,KCTD10,Q8IW35,Q9H3F6,E3
RHOB,KCTD10,P62745,Q9H3F6,E3
TICAM1,KCTD10,Q8IUC6,Q9H3F6,E3
HDAC1,KCTD11,Q13547,Q693B1,E3
RHOA,KCTD13,P61586,Q8WZ19,E3
TCHP,KCTD17,Q9BT92,Q8N5Z5,E3
PFKFB3,KDM2A,Q16875,Q9Y2K7,E3
H2AC20,KDM2B,Q16777,Q8NHM5,E3
FOS,KDM2B,P01100,Q8NHM5,E3
NFE2L2,KEAP1,Q16236,Q14145,E3
MCM3,KEAP1,P25205,Q14145,E3
PGAM5,KEAP1,Q96HS1,Q14145,E3
SOX9,KEAP1,P48436,Q14145,E3
PALB2,KEAP1,Q86YC2,Q14145,E3
IKBKB,KEAP1,O14920,Q14145,E3
EGLN1,KEAP1,Q9GZT9,Q14145,E3
SQSTM1,KEAP1,Q13501,Q14145,E3
FBXO28,KITLG,Q9NVF7,P21583,E3
CCNB1,KLHL10,P14635,Q6JEL2,E3
CCNB1,KLHL11,P14635,Q9NVR0,E3
DSH,KLHL12,-,Q53G59,E3
DVL3,KLHL12,Q92997,Q53G59,E3
SEC31B,KLHL12,Q9NQW1,Q53G59,E3
LNPK,KLHL12,Q9C0E8,Q53G59,E3
KHSRP,KLHL12,Q92945,Q53G59,E3
CCNB1,KLHL12,P14635,Q53G59,E3
PEF1,KLHL12,Q9UBV8,Q53G59,E3
SEC31A,KLHL12,O94979,Q53G59,E3
DRD4,KLHL12,P21917,Q53G59,E3
CCNB1,KLHL13,P14635,Q9P2N7,E3
BORA,KLHL13,Q6PGQ7,Q9P2N7,E3
AURKB,KLHL13,Q96GD4,Q9P2N7,E3
PPP2R5B,KLHL15,Q15173,Q96M94,E3
RBBP8,KLHL15,Q99708,Q96M94,E3
GRIK2,KLHL17,Q13002,Q6TDP4,E3
AURKA,KLHL18,O14965,O94889,E3
NPTXR,KLHL2,O95502,O95198,E3
WNK4,KLHL2,Q96J92,O95198,E3
WNK1,KLHL2,Q9H4A3,O95198,E3
ARHGEF7,KLHL2,Q14155,O95198,E3
WNK3,KLHL2,Q9BYP7,O95198,E3
ARHGEF11,KLHL20,O15085,Q9Y2M5,E3
DAPK1,KLHL20,P53355,Q9Y2M5,E3
PIK3C3,KLHL20,Q8NEB9,Q9Y2M5,E3
BECN1,KLHL20,Q14457,Q9Y2M5,E3
PML,KLHL20,P29590,Q9Y2M5,E3
ULK1,KLHL20,O75385,Q9Y2M5,E3
CORO7,KLHL20,P57737,Q9Y2M5,E3
AURKB,KLHL21,Q96GD4,Q9UJP4,E3
EB1,KLHL21,Q5UEC6,Q9UJP4,E3
DEPDC5,KLHL22,O75140,Q53GT1,E3
PLK1,KLHL22,P53350,Q53GT1,E3
EIF4EBP1,KLHL25,Q13541,Q9H0H3,E3
WNK4,KLHL3,Q96J92,Q9UH77,E3
WNK1,KLHL3,Q9H4A3,Q9UH77,E3
PPP2R5E,KLHL42,Q16537,Q9P2K6,E3
RC3H2,KLHL6,Q9HBD1,Q8WZ60,E3
CDK2,KLHL6,P24941,Q8WZ60,E3
TUT1,KLHL7,Q9H6E5,Q8IXQ5,E3
RAPSN,KLHL8,Q13702,Q9P2G9,E3
BORA,KLHL9,Q6PGQ7,Q9P2J3,E3
CCNB1,KLHL9,P14635,Q9P2J3,E3
AURKB,KLHL9,Q96GD4,Q9P2J3,E3
CEBPB,KLHL9,P17676,Q9P2J3,E3
CCNB1,KLHL9#KLHL13,P14635,Q9P2J3#Q9P2N7,E3
BECN1,LATS1,Q14457,O95835,E3
LIMK1,LHX1,P53667,P48742,E3
PBK,LNX1,Q96KB5,Q8TBB1,E3
RSL1D1,LNX1,O76021,Q8TBB1,E3
GIPR,LNX1,P48546,Q8TBB1,E3
NUMB,LNX1,P49757,Q8TBB1,E3
GJD2,LNX1,Q9UKL4,Q8TBB1,E3
KCNA4,LNX1,P22459,Q8TBB1,E3
SUFU,LNX1,Q9UMX1,Q8TBB1,E3
GRIN1,LNX1,Q05586,Q8TBB1,E3
PQBP1,LNX1,O60828,Q8TBB1,E3
CLDN17,LNX1,P56750,Q8TBB1,E3
HTR2B,LNX1,P41595,Q8TBB1,E3
SRC,LNX1,P12931,Q8TBB1,E3
CD8A,LNX1,P01732,Q8TBB1,E3
ZBTB8A,LNX1,Q96BR9,Q8TBB1,E3
GJD2,LNX2,Q9UKL4,Q8N448,E3
NUMB,LNX2,P49757,Q8N448,E3
ABL1,LRSAM1,P00519,Q6UWE0,E3
TSG101,LRSAM1,Q99816,Q6UWE0,E3
UBE3A,LRSAM1,Q05086,Q6UWE0,E3
IKBKG,MALT1,Q9Y6K9,Q9UDY8,E3
MAPK3,MAP3K1,P27361,Q13233,E3
JUN,MAP3K1,P05412,Q13233,E3
MAPK1,MAP3K1,P28482,Q13233,E3
FOSL2,MAP3K1,P15408,Q13233,E3
DTX1,MAP3K1,Q86Y01,Q13233,E3
HLA-DRB1,MARCHF1,P01911,Q8TCQ1,E3
HLA-DRB1,MARCHF1,P13761,Q8TCQ1,E3
HLA-DRB3,MARCHF1,P79483,Q8TCQ1,E3
CIITA,MARCHF1,P33076,Q8TCQ1,E3
HLA-DRB4,MARCHF1,P13762,Q8TCQ1,E3
HLA-DRB1,MARCHF1,Q30134,Q8TCQ1,E3
HLA-DRA,MARCHF1,P01903,Q8TCQ1,E3
HLA-DRB1,MARCHF1,Q30167,Q8TCQ1,E3
HLA-DRB1,MARCHF1,P01912,Q8TCQ1,E3
HLA-DRB1,MARCHF1,Q29974,Q8TCQ1,E3
HLA-DRB1,MARCHF1,Q9TQE0,Q8TCQ1,E3
HLA-DRB5,MARCHF1,Q30154,Q8TCQ1,E3
FASN,MARCHF1,P49327,Q8TCQ1,E3
HLA-DRB1,MARCHF1,P04229,Q8TCQ1,E3
HLA-DRB1,MARCHF1,P20039,Q8TCQ1,E3
HLA-DRB1,MARCHF1,Q95IE3,Q8TCQ1,E3
HLA-DRB1,MARCHF1,Q9GIY3,Q8TCQ1,E3
HLA-DRB1,MARCHF1,P13760,Q8TCQ1,E3
TFRC,MARCHF1,P02786,Q8TCQ1,E3
CD86,MARCHF1,P42081,Q8TCQ1,E3
CD4,MARCHF1,P01730,Q8TCQ1,E3
HLA-DRB1,MARCHF1,Q5Y7A7,Q8TCQ1,E3
CD4,MARCHF11,P01730,A6NNE9,E3
ERGIC3,MARCHF2,Q9Y282,Q9P0N8,E3
CD86,MARCHF2,P42081,Q9P0N8,E3
DLG1,MARCHF2,Q12959,Q9P0N8,E3
CFTR,MARCHF2,P13569,Q9P0N8,E3
TFRC,MARCHF2,P02786,Q9P0N8,E3
CD4,MARCHF4,P01730,Q9P2E8,E3
HLA-DRB1,MARCHF4,P01911,Q9P2E8,E3
HLA-DRB1,MARCHF4,Q9GIY3,Q9P2E8,E3
FIS1,MARCHF5,Q9Y3D6,Q9NX47,E3
UTRN,MARCHF5,P46939,Q9NX47,E3
DNM1L,MARCHF5,O00429,Q9NX47,E3
ATXN3,MARCHF5,P54252,Q9NX47,E3
MFN1,MARCHF5,Q8IWA4,Q9NX47,E3
TANK,MARCHF5,Q92844,Q9NX47,E3
MARCHF5,MARCHF5,Q9NX47,Q9NX47,E3
MAP1B,MARCHF5,P46821,Q9NX47,E3
TNFRSF10A,MARCHF5,O00220,Q9NX47,E3
MFN2,MARCHF5,O95140,Q9NX47,E3
MCL1,MARCHF5,Q07820,Q9NX47,E3
CIITA,MARCHF5,P33076,Q9NX47,E3
SOD1,MARCHF5,P00441,Q9NX47,E3
MAVS,MARCHF5,Q7Z434,Q9NX47,E3
DIO2,MARCHF6,Q92813,O60337,E3
SQLE,MARCHF6,Q14534,O60337,E3
MARCHF6,MARCHF6,O60337,O60337,E3
MDM2,MARCHF7,Q00987,Q9H992,E3
MARCHF7,MARCHF7,Q9H992,Q9H992,E3
MAPT,MARCHF7,P10636,Q9H992,E3
HLA-DRB1,MARCHF8,Q9GIY3,Q5T0T0,E3
NS2,MARCHF8,-,Q5T0T0,E3
HLA-DRB1,MARCHF8,P01911,Q5T0T0,E3
HLA-DRB1,MARCHF8,Q5Y7A7,Q5T0T0,E3
HLA-DRA,MARCHF8,P01903,Q5T0T0,E3
IL1RAP,MARCHF8,Q9NPH3,Q5T0T0,E3
HLA-DRB1,MARCHF8,Q30134,Q5T0T0,E3
HLA-DRB5,MARCHF8,Q30154,Q5T0T0,E3
HLA-DRB1,MARCHF8,Q9TQE0,Q5T0T0,E3
MAVS,MARCHF8,Q7Z434,Q5T0T0,E3
HLA-DRB3,MARCHF8,P79483,Q5T0T0,E3
HLA-DRB1,MARCHF8,P04229,Q5T0T0,E3
HLA-DRB4,MARCHF8,P13762,Q5T0T0,E3
CD86,MARCHF8,P42081,Q5T0T0,E3
SOD1,MARCHF8,P00441,Q5T0T0,E3
HLA-DRB1,MARCHF8,P20039,Q5T0T0,E3
ATXN3,MARCHF8,P54252,Q5T0T0,E3
HLA-DRB1,MARCHF8,Q95IE3,Q5T0T0,E3
CDH1,MARCHF8,P12830,Q5T0T0,E3
TFRC,MARCHF8,P02786,Q5T0T0,E3
HLA-DRB1,MARCHF8,Q30167,Q5T0T0,E3
HLA-DRB1,MARCHF8,P13760,Q5T0T0,E3
A2M,MARCHF8,P01023,Q5T0T0,E3
HLA-DRB1,MARCHF8,P13761,Q5T0T0,E3
CYP3A4,MARCHF8,P08684,Q5T0T0,E3
FASN,MARCHF8,P49327,Q5T0T0,E3
HLA-DRB1,MARCHF8,Q29974,Q5T0T0,E3
HLA-DRB1,MARCHF8,P01912,Q5T0T0,E3
CD74,MARCHF8,P04233,Q5T0T0,E3
SLC3A2,MARCHF8,P08195,Q5T0T0,E3
CIITA,MARCHF8,P33076,Q5T0T0,E3
IGHD,MARCHF9,P01880,Q86YJ5,E3
CEMIP2,MARCHF9,Q9UHN6,Q86YJ5,E3
PTPRF,MARCHF9,P10586,Q86YJ5,E3
PTPRA,MARCHF9,P18433,Q86YJ5,E3
ICAM1,MARCHF9,P05362,Q86YJ5,E3
FCRLB,MARCHF9,Q6BAA4,Q86YJ5,E3
HLA-DQA1,MARCHF9,P01909,Q86YJ5,E3
FCRL2,MARCHF9,Q96LA5,Q86YJ5,E3
PLXNC1,MARCHF9,O60486,Q86YJ5,E3
PTPRJ,MARCHF9,Q12913,Q86YJ5,E3
VAMP8,MARCHF9,Q9BV40,Q86YJ5,E3
LILRB1,MARCHF9,Q8NHL6,Q86YJ5,E3
CD4,MARCHF9,P01730,Q86YJ5,E3
SLAMF1,MARCHF9,Q13291,Q86YJ5,E3
HLA-DQB1,MARCHF9,P01920,Q86YJ5,E3
FCGR2B,MARCHF9,P31994,Q86YJ5,E3
PVR,MARCHF9,P15151,Q86YJ5,E3
TP53,MDM2,P04637,Q00987,E3
EID1,MDM2,Q9Y6B2,Q00987,E3
CDKN1A,MDM2,P38936,Q00987,E3
GNL3,MDM2,Q9BVP2,Q00987,E3
CCNE1,MDM2,P24864,Q00987,E3
MDM4,MDM2,O15151,Q00987,E3
TERT,MDM2,O14746,Q00987,E3
PSMD4,MDM2,P55036,Q00987,E3
MDM2,MDM2,Q00987,Q00987,E3
RRM2B,MDM2,Q7LG56,Q00987,E3
ARRB2,MDM2,P32121,Q00987,E3
DHFR,MDM2,P00374,Q00987,E3
CREBBP,MDM2,Q92793,Q00987,E3
HEXIM1,MDM2,O94992,Q00987,E3
KAT2B,MDM2,Q92831,Q00987,E3
AQP2,MDM2,P41181,Q00987,E3
DYRK2,MDM2,Q92630,Q00987,E3
FOXO4,MDM2,P98177,Q00987,E3
ADRBK1,MDM2,P25098,Q00987,E3
HUWE1,MDM2,Q7Z6Z7,Q00987,E3
LLGL1,MDM2,Q15334,Q00987,E3
TTF1,MDM2,Q15361,Q00987,E3
DAXX,MDM2,Q9UER7,Q00987,E3
RB1,MDM2,P06400,Q00987,E3
ESR2,MDM2,Q92731,Q00987,E3
NFAT5,MDM2,O94916,Q00987,E3
EP300,MDM2,Q09472,Q00987,E3
DCX,MDM2,O43602,Q00987,E3
DDX24,MDM2,Q9GZR7,Q00987,E3
RPS2,MDM2,P15880,Q00987,E3
RUNX3,MDM2,Q13761,Q00987,E3
H2BC21,MDM2,Q16778,Q00987,E3
NCL,MDM2,P19338,Q00987,E3
IRS1,MDM2,P35568,Q00987,E3
HIF1A,MDM2,Q16665,Q00987,E3
HIPK2,MDM2,Q9H2X6,Q00987,E3
KAT5,MDM2,Q92993,Q00987,E3
CDH1,MDM2,P12830,Q00987,E3
RPL26,MDM2,P61254,Q00987,E3
IRF2,MDM2,P14316,Q00987,E3
PGAM2,MDM2,P15259,Q00987,E3
JMY,MDM2,Q8N9B5,Q00987,E3
ARRB1,MDM2,P49407,Q00987,E3
MRPS7,MDM2,Q9Y2R9,Q00987,E3
APEX1,MDM2,P27695,Q00987,E3
RARA,MDM2,P10276,Q00987,E3
AR,MDM2,P10275,Q00987,E3
NFATC2,MDM2,Q13469,Q00987,E3
SNAI1,MDM2,O95863,Q00987,E3
SLC14A2,MDM2,Q15849,Q00987,E3
FOXP3,MDM2,Q9BZS1,Q00987,E3
E2F1,MDM2,Q01094,Q00987,E3
NUMB,MDM2,P49757,Q00987,E3
PBX1,MDM2,P40424,Q00987,E3
FOXO3,MDM2,O43524,Q00987,E3
IRF1,MDM2,P10914,Q00987,E3
FOXO1,MDM2,Q12778,Q00987,E3
NR0B2,MDM2,Q15466,Q00987,E3
ATF3,MDM2,P18847,Q00987,E3
PBXIP1,MDM2,Q96AQ6,Q00987,E3
NOL3,MDM2,O60936,Q00987,E3
IER3,MDM2,P46695,Q00987,E3
POLQ,MDM2,O75417,Q00987,E3
IGF1R,MDM2,P08069,Q00987,E3
FUS,MDM2,P35637,Q00987,E3
TP73,MDM2,O15350,Q00987,E3
ARPC3,MDM2,O15145,Q00987,E3
XRCC6,MDM2,P12956,Q00987,E3
HBP1,MDM2,O60381,Q00987,E3
DLG4,MDM2,P78352,Q00987,E3
PER2,MDM2,O15055,Q00987,E3
NR3C1,MDM2,P04150,Q00987,E3
PDE4D,MDM2,Q08499,Q00987,E3
STAT3,MDM2,P40763,Q00987,E3
WRN,MDM2,Q14191,Q00987,E3
RPS27A,MDM2,P62979,Q00987,E3
GADD45A,MDM2,P24522,Q00987,E3
MAPKAPK2,MDM2,P49137,Q00987,E3
NOTCH1,MDM2,P46531,Q00987,E3
BAIAP2L1,MDM2,Q9UHR4,Q00987,E3
TCAP,MDM2,O15273,Q00987,E3
ARIH2,MDM2,O95376,Q00987,E3
HIPK1,MDM2,Q86Z02,Q00987,E3
MDM2,MDM4,Q00987,O15151,E3
TP53,MDM4,P04637,O15151,E3
CDKN1A,MDM4,P38936,O15151,E3
SNUPN,MEX3B,O95149,Q6ZN04,E3
DDX58,MEX3C,O95786,Q5U5Q3,E3
TSG101,MGRN1,Q99816,O60291,E3
DAPK1,MIB1,P53355,Q86YT6,E3
EPB41L5,MIB1,Q9HCM4,Q86YT6,E3
EDAR,MIB1,Q9UNE0,Q86YT6,E3
SMN1,MIB1,Q16637,Q86YT6,E3
PCM1,MIB1,Q15154,Q86YT6,E3
DLL4,MIB1,Q9NR61,Q86YT6,E3
DLL1,MIB1,O00548,Q86YT6,E3
DLL3,MIB1,Q9NYJ7,Q86YT6,E3
TBK1,MIB1,Q9UHD2,Q86YT6,E3
CEP290,MIB1,O15078,Q86YT6,E3
CEP131,MIB1,Q9UPN4,Q86YT6,E3
BLM,MIB1,P54132,Q86YT6,E3
MIB1,MIB1,Q86YT6,Q86YT6,E3
JAG1,MIB1,P78504,Q86YT6,E3
IKBKG,MIB2,Q9Y6K9,Q96AX9,E3
DLL4,MIB2,Q9NR61,Q96AX9,E3
XDH,MIB2,P47989,Q96AX9,E3
DLL3,MIB2,Q9NYJ7,Q96AX9,E3
CYLD,MIB2,Q9NQC7,Q96AX9,E3
TBK1,MIB2,Q9UHD2,Q96AX9,E3
DLL1,MIB2,O00548,Q96AX9,E3
PPP2CA,MID1,P67775,O15344,E3
STK36,MID1,P54829,O15344,E3
PPP2R4,MID1,Q9NRP7,O15344,E3
IGBP1,MID1,P78318,O15344,E3
UBE2D1,MID1,P51668,O15344,E3
IRF3,MID1,Q14653,O15344,E3
PPP2CB,MID1,P62714,O15344,E3
CDKN1A,MKRN1,P38936,Q9UHC7,E3
TP53,MKRN1,P04637,Q9UHC7,E3
POLG,MKRN1,P54098,Q9UHC7,E3
FILIP1,MKRN1,Q7Z7B0,Q9UHC7,E3
CDKN2A,MKRN1,Q8N726,Q9UHC7,E3
KCNH1,MKRN1,O95259,Q9UHC7,E3
RPS10,MKRN1,P46783,Q9UHC7,E3
PABPC1,MKRN1,P11940,Q9UHC7,E3
-,MKRN1,P06935,Q9UHC7,E3
TERT,MKRN1,O14746,Q9UHC7,E3
TP53,MKRN2,P04637,Q9H000,E3
IGF2BP3,MKRN2,O00425,Q9H000,E3
PABPC1,MKRN3,P11940,Q13064,E3
HMG20B,MPG,Q9P0W2,P29372,E3
UBE2D1,MPG,P51668,P29372,E3
PRM2,MPG,P04554,P29372,E3
PPP2CB,MPG,P62714,P29372,E3
PPP2CA,MPG,P67775,P29372,E3
STK36,MPG,Q9NRP7,P29372,E3
IGBP1,MPG,P78318,P29372,E3
PTPA,MPG,Q15257,P29372,E3
TP53,MSL2,P04637,Q9HCI7,E3
H2BC4,MSL2,P62807,Q9HCI7,E3
H2BC21,MSL2,Q16778,Q9HCI7,E3
AKT1,MUL1,P31749,Q969V5,E3
MUL1,MUL1,Q969V5,Q969V5,E3
DNM1L,MUL1,O00429,Q969V5,E3
TP73,MUL1,O15350,Q969V5,E3
HSPA5,MUL1,P11021,Q969V5,E3
ULK1,MUL1,O75385,Q969V5,E3
TP53,MUL1,P04637,Q969V5,E3
TSC2,MYCBP2,P49815,O75592,E3
NMNAT2,MYCBP2,Q9BZQ4,O75592,E3
LDLR,MYLIP,P01130,Q8WY64,E3
MYLIP,MYLIP,Q8WY64,Q8WY64,E3
LRP8,MYLIP,Q14114,Q8WY64,E3
VLDLR,MYLIP,P98155,Q8WY64,E3
MDM2,NAT10,Q00987,Q9H0A0,E3
SAG,NEDD4,P10523,P46934,E3
LYN,NEDD4,P07948,P46934,E3
PPARG,NEDD4,P37231,P46934,E3
LGR4,NEDD4,Q9BXB1,P46934,E3
THOC1,NEDD4,Q96FV9,P46934,E3
SRC,NEDD4,P12931,P46934,E3
NRAS,NEDD4,P01111,P46934,E3
GJA1,NEDD4,P17302,P46934,E3
AKT3,NEDD4,Q9Y243,P46934,E3
SLC6A3,NEDD4,Q01959,P46934,E3
PTEN,NEDD4,P60484,P46934,E3
RNF11,NEDD4,Q9Y3C5,P46934,E3
AKT2,NEDD4,P31751,P46934,E3
TTYH2,NEDD4,Q9BSA4,P46934,E3
XIAP,NEDD4,P98170,P46934,E3
NTRK1,NEDD4,P04629,P46934,E3
HRAS,NEDD4,P01112,P46934,E3
EPS15,NEDD4,P42566,P46934,E3
TNFRSF18,NEDD4,Q9Y5U5,P46934,E3
ADRB2,NEDD4,P07550,P46934,E3
GGA3,NEDD4,Q9NZ52,P46934,E3
NDFIP2,NEDD4,Q9NV92,P46934,E3
RAPGEF2,NEDD4,Q9Y4G8,P46934,E3
X,NEDD4,Q2F514,P46934,E3
SLC1A1,NEDD4,P43005,P46934,E3
LAPTM5,NEDD4,Q13571,P46934,E3
DCUN1D1,NEDD4,Q96GG9,P46934,E3
SNCA,NEDD4,P37840,P46934,E3
SPRY2,NEDD4,O43597,P46934,E3
NDFIP1,NEDD4,Q9BT67,P46934,E3
MDM2,NEDD4,Q00987,P46934,E3
MTMR4,NEDD4,Q9NYA4,P46934,E3
SCNN1B,NEDD4,P51168,P46934,E3
TMIGD2,NEDD4,Q96BF3,P46934,E3
NEDD4,NEDD4,P46934,P46934,E3
DTX1,NEDD4,Q86Y01,P46934,E3
PAX7,NEDD4,P23759,P46934,E3
LAPTM4A,NEDD4,Q15012,P46934,E3
KDR,NEDD4,P35968,P46934,E3
KLF15,NEDD4,Q9UIH9,P46934,E3
LATS1,NEDD4,O95835,P46934,E3
MYCN,NEDD4,P04198,P46934,E3
IGF1R,NEDD4,P08069,P46934,E3
SQSTM1,NEDD4,Q13501,P46934,E3
AR,NEDD4,P10275,P46934,E3
GRIN2D,NEDD4,O15399,P46934,E3
TSG101,NEDD4,Q99816,P46934,E3
WBP2,NEDD4,Q969T9,P46934,E3
AP1G2,NEDD4,O75843,P46934,E3
TNK2,NEDD4,Q07912,P46934,E3
ERBB4,NEDD4,Q15303,P46934,E3
SLC9A1,NEDD4,P19634,P46934,E3
MAF,NEDD4,O75444,P46934,E3
SYK,NEDD4,P43405,P46934,E3
BCL10,NEDD4,O95999,P46934,E3
CDKN1A,NEDD4,P38936,P46934,E3
SPDYA,NEDD4,Q5MJ70,P46934,E3
F2R,NEDD4,P25116,P46934,E3
EGFR,NEDD4,P00533,P46934,E3
SLC31A1,NEDD4,O15431,P46934,E3
AMOT,NEDD4,Q4VCS5,P46934,E3
SCN5A,NEDD4,Q14524,P46934,E3
KRAS,NEDD4,P01116,P46934,E3
XPO1,NEDD4,O14980,P46934,E3
PDCD6IP,NEDD4,Q8WUM4,P46934,E3
LGR5,NEDD4,O75473,P46934,E3
ERRFI1,NEDD4,Q9UJM3,P46934,E3
NOTCH1,NEDD4,P46531,P46934,E3
IRS2,NEDD4,Q9Y4H2,P46934,E3
TBK1,NEDD4,Q9UHD2,P46934,E3
PIP5K1A,NEDD4,Q99755,P46934,E3
FGFR1,NEDD4,P11362,P46934,E3
IFITM3,NEDD4,Q01628,P46934,E3
PIK3C3,NEDD4,A8MYT4,P46934,E3
H3C1,NEDD4,P68431,P46934,E3
SCNN1G,NEDD4,P51170,P46934,E3
ABCB1,NEDD4,P08183,P46934,E3
APOBEC3G,NEDD4,Q9HC16,P46934,E3
RNF7,NEDD4,Q9UBF6,P46934,E3
BECN1,NEDD4,Q14457,P46934,E3
ERBB3,NEDD4,P21860,P46934,E3
APPL1,NEDD4,Q9UKG1,P46934,E3
BRAT1,NEDD4,Q6PJG6,P46934,E3
GUCD1,NEDD4,Q96NT3,P46934,E3
PSMD4,NEDD4,P55036,P46934,E3
MYC,NEDD4,P01106,P46934,E3
GRIA1,NEDD4,P42261,P46934,E3
